11,6,Сердечный приступ,Heart Attack,0,"жертва страдает от сердечного приступа, который выводит ее из строя и, при отсутствии вра-чебной помощи, приводит к смер-ти в течении нескольких минут. см. Предсмертное состояние (с.429). +300%",1
12,6,Недееспособность,Incapacitation,0,"жертва выводится из строя на ко-личество минут, равное величи-не провала при броске ЗД. После этого она оглушена до успешного броска ЗД (бросок раз в секунду). При объединении этого улучше-ния с другими эффектами (типа Раздражителя), они происходят после  окончания действия Не-дееспособности; они заменяют оглушение и длятся столько же, сколько длился Недееспособность. Недееспособность может принять следующие формы: Ошеломление, +50%; Галлюцинации, +50%; Рво-та, +50%; Агония, +100%; Удушье, +100%; Экстаз, +100%; Судороги, +100%; Паралич, +150%; Сон, +150%; или Потеря сознания, +200%. Для описания игровых эффектов см. Состояния недееспособности (с.428).",1
13,6,Раздражение,Irritant,0,"вместо оглушения у жертвы ухудшается состояние без вывода ее из строя. Это длится в течение количества минут, равных величине провала при броске ЗД. Возможности вклю-чают в себя Легкое опьянение +10%; Кашель, +20%; Опьянение, +20%; Умеренную боль, +20%; Эйфорию, +30%; Тошноту, +30%; Серьёзную боль, +40%; или Ужасную боль, +60%. За разъяснениями обратитесь к Ухудшенным состояниям (с.428).",1
14,6,Отмена преимущества,Negated Advantage,0,"жертва теряет опреде-ленное преимущество на минуту за каждое очко разницы при провале броска ЗД. Ничего не происхо-дит, если у жертвы нет этого пре-имущества! Это улучшение стоит +1% за каждое очко стоимости пре-имущества. Если у него есть уров-ни, вы должны определить уро-вень отменяемого преимущества.",1
15,6,Оглушение,Stunning,0,"может со-провождать только Преимущест-во, Штраф к атрибуту, Недостаток, или Отмену преимущества. Если жертва провалила сопротивление, она оглушена (как при обычном Воздействии) в дополнение к эф-фектам других улучшений. +10%.",1
16,30,Опутывание,Engulfing,60,"ваша атака полностью обездвиживает цель. Она не способна пошевелить ко-нечностями или заговорить; единс-твенно возможные для нее действия - использование чисто ментальных способностей, нападение на Сковы-вание Природной атакой или по-пытка освободиться с помощью СЛ (а не умения Побега). При провале попытки освобождения новая позво-ляется раз в 10 секунд - а при броске на 17 или 18 жертва настолько запу-тывается, что уже не способна осво-бодиться самостоятельно!",1
17,30,Липкое ,Sticky,80,"Сковывание дейс-твует с модификатором Продол-жительность (с.107), но затрагивает только тех, кто физически дотронет-ся до первоначальной цели нападе-ния.",1
18,30,Неразрушимое,Unbreakable,40,"Ско-вывание не может быть разрушено. Единственный способ освободить-ся состоит в том, чтобы вырваться.",1
19,30,Окружающая среда,Environmental,0,Сковывание зави-сит от неких условий или объектов окуружающей среды и не будет ра-ботать в их отсутствии. Это стоит от -20% (жертва должна касаться земли) до -40% (жертва должна стоять в ок-ружении пышной растительности) по выбору Мастера.,1
20,30,Однослойное,One-Shot,-10,вы не мо-жете дополнительно Сковать жертву для увеличения СЛ.,1
21,38,Расширенное,Extended,20,ваша способность влияет на более чем одно визуальное или сканирующее чувство. Каждое чувство после пер-вого стоит.,1
22,38,Действует постоянно,Always On,-10,"вы не можете выключать эту способность. Посторонние реаги-руют на вас с -1, а эффект мерцания раздражает окружающих.",1
23,44,Только слух,Only hearing,-30,перемещается толь-ко слух. ,1
24,44,Только обоняние,Only smell,-60,перемещается только обоняние,1
25,44,Только зрение,Only vision,-10,перемещается только зрение.,1
26,44,Экстрасенсорика,Psychic,-10,ваше пре-имущество является частью экс-трасенсорных способностей к пси-энергии (см. с.255).,1
27,44,Видимое,visible,-10,"у ваших чувств есть видимое проявление - например, плавающее лицо.",1
28,51,Избирательность. Распространенные материалы,Selectivity. Сommon materials,-60," вы можете прилипать только к определенным веществам. Распространенные материалы, типа кирпича, металла, камня или дерева, стоят",1
29,51,Избирательность. Редкие материалы,Selectivity. Rare materials,-40," вы можете прилипать только к определенным веществам. Редкие материалы типа глины, льда или каучука, стоят",1
30,51,Избирательность. Абсурдные материалы,Selectivity. Absurd materials,-20," вы можете прилипать только к определенным веществам.  Абсурдные материалы, типа шо-колада, стоят",1
31,54,Средства управления,Controls,-50,"Каждый уровень предоставляет набор средств управления. Средства управ-ления позволяют оператору выпол-нять собственные физические или ментальные манёвры, используя ваши способности (например, Природную атаку или Радар), согласно правилам боя для транспортных средств (см. с.467). Оператор управляет всеми дейс-твиями транспортного средства с ИНа 0 и этим преимуществом. Физические ограничения остаются - например, транспортное средство не может сде-лать больше атак, чем у него готово оружия. Конфликты между операто-рами решаются быстрым состязани-ем умения управлять транспортным средством.",1
32,54,Специализированные средства управления,Dedicated Controls,-10,"Как и выше, но каждый набор средств уп-равления предназначен для определенной задачи; например, «хвостовой стрелок». Оператор такого набора не может управлять ничем больше.",1
33,63,Поглощение,Absorption,1,"вы можете поглощать повреждения и использовать их для увеличения собственных характеристик. Каж-дое очко СП останавливает едини-цу повреждений и превращает его в очко персонажа, которую можно потратить на временное улучше-ние любой черты (кроме умений). Эти очки хранятся в «батарее» со вместимостью, равной СП (на-пример, СП 10 дает батарею на 10 очков). Как только она заполнится полностью, каждое очко СП еще будет останавливать одно очко повреждения, но превращать его в очко персонажа уже не будет. Вы не обязаны использовать храня-щиеся очки немедленно, но не мо-жете перераспределить уже потра-ченные. Вы теряете поглощенные очки (сначала неиспользованные) со скоростью одно очко в секунду.",0
34,63,Силовое поле,Force Field,20,"ваш СП принимает форму поля, на-ходящегося на близком расстоя-нии от тела. Это поле защищает тело (включая глаза) и все, что вы несете, плюс уменьшает пов-реждения от атак до СП брони. Воздействия, для которых нужно прикосновение (например, мно-жество магических заклинаний), подействуют только в случае ата-ки, достаточно сильной для того, чтобы пробить ваш СП.",1
35,63,Укрепленный,Hardened,20,"каждый уровень Укрепления на одну ступень уменьшает делитель брони при атаке. Эти ступени равны: «игнорирует СП», 100, 10, 5, 3, 2, и 1 (нет делителя).",7
36,63,Отражение,Reflection,100,"ваш СП «отражает» все повреждения, которые были им задержаны. Оставшиеся повреждения воз-действуют как обычно. Напада-ющий не может применять ак-тивную оборону против первого отраженного нападения, но про-тив последующих волен делать что угодно. Отражение работает только против прямых атак! Оно не способно отразить поврежде-ния от взрывов, осколков, отрав-ляющего газа или чего-нибудь еще действующего на площадь. Это улучшение нельзя брать с Поглощением.",1
37,63,Разрушающаяся,Ablative,-80,"ваша защита останавливает удары только один раз, и за-тем разрушается. Каждое очко СП останавливает 1 очко вреда, и уничтожается. Потерянные очки СП восстанавливаются как и Единицы жизни (включая эф-фекты Регенерации, с.80). Так можно представить сверхвынос-ливого супер-героя, которому не хватает массы тела, чтобы при-обрести достаточное количество дополнительных ЕЖ.",1
38,63,Невозможность одевать броню,Can’t Wear Armor,-40,"ваше тело имеет такую форму, что вы не можете одевать одежду или броню.",1
39,63,Определенное направление. Фронт,Directional. Front,-20,"СП защищает только от вреда с одного направле-ния: -20% за фронт, -40% за все остальные направления (тыл, верх, низ, слева, справа). Гума-ноидам позволено выбирать только фронт и тыл. ",1
40,63,Определенное направление. Остальные,Directional. Other,-40,"СП защищает только от вреда с одного направле-ния: -20% за фронт, -40% за все остальные направления (тыл, верх, низ, слева, справа). Гума-ноидам позволено выбирать только фронт и тыл. ",1
41,63,Гибкая,Flexible,-20,"ваша броня не жесткая, и это делает вас уязвимым к тупым травмам (см. с.379).",1
42,63,Ограниченная,Limited,0,ваша броня защищает только от одной формы атак (см. Выделенный блок на с.46),1
43,63,Частичная ,Partial,0,"броня защищает только определенную часть тела. Цена -10% за каждый -1 штрафа к попаданию по этой части тела. «Торс» равен -10%, и защищает жизненные органы. Защита только одной руки удваивает ограничение цены (рука имеет -2 на попадание, одна рука -40%): в случае с варьирую-щимся штрафом на попадание, для расчета модификатора используется менее серьёзный.",1
44,63,Полуразрушающаяся,Semi-Ablative,-20,"когда атака попадает по такой броне, каждые 10 оч-ков базового вреда разрушают одно очко СП, независимо от того, пробила атака броню или нет. Потерянные очки СП вос-станавливаются так же, как и Единицы жизни (регенерация помогает).",1
45,63,Прочная кожа,Tough Skin,-40,"обычно СП означает жесткую броню (хитин, доспех). Это ог-раничение – просто толстая кожа. Любой эффект, требую-щий царапины (яды) или каса-ния (электрический разряд или Смертельные удары) воздейс-твует на вас, даже если вашей природной брони достигло зна-чение 0 вреда. Ваша природная защита не помогает от такого вреда, будучи живой тканью вашего организма! Этот эффект включает эффект ограниче-ния Гибкая (см.выше), и вы не можете взять их одновременно. Несовместимо с силовым полем.",1
46,64,Экстрасенсорика,ESP,-10,преимущество является частью псионической способности экс-трасенсорного восприятия. (см. с.255).,1
47,65,Цветное зрение,Color Vision,20,вы можете различать цвета в темноте.,1
48,69,Точный,Precise,100,при успешном броске Чувств вы также узнаете расстояние до обнаруженного ве-щества.,1
49,70,Точный,Precise,100,при успешном броске Чувств вы также узнаете расстояние до обнаруженного ве-щества.,1
50,71,Точный,Precise,100,при успешном броске Чувств вы также узнаете расстояние до обнаруженного ве-щества.,1
51,72,Точный,Precise,100,при успешном броске Чувств вы также узнаете расстояние до обнаруженного ве-щества.,1
52,69,Обнаружение сигнала,Signal Detection,0,"вы можете обнаружить активную передачу конкретного типа: радио, радара или лазера; см. Сканирование (с.81) и Телеком-муникация (с.91). Вы не получаете штрафов за расстояние, но должны находиться на расстоянии двойной дальности сигнала и (если сигнал направленый) в пределах его луча. +0%.",1
53,70,Обнаружение сигнала,Signal Detection,0,"вы можете обнаружить активную передачу конкретного типа: радио, радара или лазера; см. Сканирование (с.81) и Телеком-муникация (с.91). Вы не получаете штрафов за расстояние, но должны находиться на расстоянии двойной дальности сигнала и (если сигнал направленый) в пределах его луча. +0%.",1
54,71,Обнаружение сигнала,Signal Detection,0,"вы можете обнаружить активную передачу конкретного типа: радио, радара или лазера; см. Сканирование (с.81) и Телеком-муникация (с.91). Вы не получаете штрафов за расстояние, но должны находиться на расстоянии двойной дальности сигнала и (если сигнал направленый) в пределах его луча. +0%.",1
55,72,Обнаружение сигнала,Signal Detection,0,"вы можете обнаружить активную передачу конкретного типа: радио, радара или лазера; см. Сканирование (с.81) и Телеком-муникация (с.91). Вы не получаете штрафов за расстояние, но должны находиться на расстоянии двойной дальности сигнала и (если сигнал направленый) в пределах его луча. +0%.",1
56,69,Нечеткий,Vague,-50,"вы можете обнаружить только наличие или отсутствие искомого вещества. На-правление и количество доступны только при критическом успехе, вы не способны проанализировать свои ощущения. Это ограничение нельзя брать вместе с Точным.",1
57,70,Нечеткий,Vague,-50,"вы можете обнаружить только наличие или отсутствие искомого вещества. На-правление и количество доступны только при критическом успехе, вы не способны проанализировать свои ощущения. Это ограничение нельзя брать вместе с Точным.",1
58,71,Нечеткий,Vague,-50,"вы можете обнаружить только наличие или отсутствие искомого вещества. На-правление и количество доступны только при критическом успехе, вы не способны проанализировать свои ощущения. Это ограничение нельзя брать вместе с Точным.",1
59,72,Нечеткий,Vague,-50,"вы можете обнаружить только наличие или отсутствие искомого вещества. На-правление и количество доступны только при критическом успехе, вы не способны проанализировать свои ощущения. Это ограничение нельзя брать вместе с Точным.",1
60,75,Ощущение эмоций ,Emotion Sense,50,"вы можете определять по запаху эиоциональное состояние человека или животного. Это по-хоже на преимущество Эмпатия (с.51), но вы должны находиться в пределах 2 ярдов от цели.",1
61,77,Жабры,Gills,-50,"Жабры (Gills): вы можете извлекать кислород из воды, что позволяет вам находиться под водой сколь угодно долго. Вы за-дыхаетесь, если вода не содержит растворенного кислорода. Вас не беспокоит удушение и «деком-прессия». Если вы можете жить только под водой, и задыхаетесь на воздухе так же быстро, как об-ычный человек - в воде, Не дышит (Жабры) - черта на 0 очков; иначе ",1
62,77,Поглощение кислорода,Oxygen Absorption,-35,"как и Жабры, но вы способны абсорбировать кисло-род поверхностью тела, причем где угодно - в воздухе, в воде или другой среде. Ваше тело не погло-щает ядовитые газы, но вы задох-нетесь, если кислород будет от-сутствовать вообще. В космосе вы можете использовать дыхательное снаряжение (ваши легкие способ-ны к обычной работе). Вы не мо-жете брать преимущество Герме-тичность.",1
63,77,Сжигание кислорода ,Oxygen Combustion,-50,"как и Поглощение кислорода, но вы не можете ды-шать под водой или там, где не-возможно горение. ",1
64,77,Запас воздуха 125%,Oxygen Storage 125%,-50,"вы должны дышать, но можете долго обходиться без этого; воз-можно, вы храните воздух (как кит) или ваша кровь превосходно насыщается кислородом. Это от-личается от Задержки дыхания тем, что вы полностью свободны от «декомпрессии», пока вам хва-тает накопленного запаса кисло-рода. Если вы можете «задержать дыхание» в 25 раз дольше обыч-ного",1
65,77,Запас воздуха 150%,Oxygen Storage 150%,-40,"вы должны дышать, но можете долго обходиться без этого; воз-можно, вы храните воздух (как кит) или ваша кровь превосходно насыщается кислородом. Это от-личается от Задержки дыхания тем, что вы полностью свободны от «декомпрессии», пока вам хва-тает накопленного запаса кисло-рода. Если вы можете «задержать дыхание» в 50 раз дольше обыч-ного",1
66,77,Запас воздуха 200%,Oxygen Storage 200%,-30,"вы должны дышать, но можете долго обходиться без этого; воз-можно, вы храните воздух (как кит) или ваша кровь превосходно насыщается кислородом. Это от-личается от Задержки дыхания тем, что вы полностью свободны от «декомпрессии», пока вам хва-тает накопленного запаса кисло-рода. Если вы можете «задержать дыхание» в 100 раз дольше обыч-ного",1
67,77,Запас воздуха 300%,Oxygen Storage 300%,-20,"вы должны дышать, но можете долго обходиться без этого; воз-можно, вы храните воздух (как кит) или ваша кровь превосходно насыщается кислородом. Это от-личается от Задержки дыхания тем, что вы полностью свободны от «декомпрессии», пока вам хва-тает накопленного запаса кисло-рода. Если вы можете «задержать дыхание» в 200 раз дольше обыч-ного",1
68,77,Запас воздуха 400%,Oxygen Storage 400%,-10,"вы должны дышать, но можете долго обходиться без этого; воз-можно, вы храните воздух (как кит) или ваша кровь превосходно насыщается кислородом. Это от-личается от Задержки дыхания тем, что вы полностью свободны от «декомпрессии», пока вам хва-тает накопленного запаса кисло-рода. Если вы можете «задержать дыхание» в 300 раз дольше обыч-ного",1
69,81,Копирование вещей,Duplicated Gear,100,"ваши Копии появляются с ко-пиями Личных вещей (с.85), которые вы несете или которые одеты на вас. Копированное снаряжение исчезает при слиянии, даже если не находит-ся при вас. При слиянии рассчиты-вайте ЕЖ снаряжения, боеприпасы, запасы энергии, и т.п. также, как свои ЕЖ и ЕУ.",1
70,81,Нет симпатических повреждений,No Sympathetic Injury,20,"если одна из Копий умирает, другие не получают оглушения и повреждений.",1
71,81,Цифровой,Digital,-60,"ваши Копии являются программными копиями вашего разума, а не физическими копиями тела. Они могут пересе-литься в другие компьютеры или занять свободные Марионетки (с.78). Вы можете брать это ограничение, только если владете Компьютер-ным разумом (с.48) и Переселением (Цифровое) (с.75).",1
72,81,Общие ресурсы,Shared Resources,-40,"Копии не получают ваши полные Единицы усталости и жизни; вмес-то этого вы должны распределить их между ними. Например, если у вас 15 ЕЖ и одна Копия, вы можете разделить ЕЖ как 7 и 8, 2 и 13, или  как угодно еще, но чтобы в сумме получалось 15. Вы не должны де-лить Единицы усталости и жизни пропорционально; имея 15 ЕЖ и 15 ЕУ, вы можете дать одной копии 3 ЕУ и 9 ЕЖ и другой 12 ЕУ и 6 ЕЖ. При слиянии копий суммируйте их Единицы усталости и жизни вместо вычисления среднего. ",1
73,89,Для любого парирования,For any parry,100, -,1
74,90,Улучшенное управление ,Handling Bonus,5,"вы получаете премию к ЛВ или умению управлять транспортным средством (например, Вождение), когда ваша скорость превышает Базовое движение.",5
75,90,Ухудшенное управление,Handling Penalty,-5, вы получаете штраф к ЛВ или умению управлять транспор-тным средством при высоких скоростях.,5
76,90,Ньютоновский ,Newtonian,-50,"это ограничение для Увеличенного движения (Космос). В этом случае космическая «максимальная ско-рость» - это фактически ваша «де-льта-v»: общее изменение скорости, которое можно сделать, прежде чем закончится топливо. Как толь-ко изменение скорости сравнялось с вашей максимальной скоростью, вы должны заправиться горючим, прежде чем сможете снова изменить скорость.",1
77,90,Магистральный,Road-Bound,-50,"это ограничение для Увеличенного движения (Земля). Увеличенного движение работает только на глад-кой, плоской поверхности, типа пола здания или дороги. Чаще всего берется вместе с недостатком Колес-ный (с.145).",1
78,94,Очень гибкий ,Extra-Flexible,50,"конечности с этим улучшением более гибкие, чем человеческие руки (например, щупальце или хобот слона). Эти конечности достают и работают с другими конечностями всегда, независимо от расположения тела, общего положения, «слева» они или «справа».",1
79,94,Длинный ,Long,100,"Длинный (Long): ваша рука относи-тельно вашего тела длиннее человечес-кой относительно человеческого тела. Это увеличивает ваш эффективный модификатор размера, когда нужно вычислить досягаемость этой руки (см. Модификатор размера и досягаемость, с.402). Это влияет на досягаемость кон-тактного оружия, находящегося в ней. Каждый +1 к Модификатору размера также добавляет +1 на кубик к амплитудным атакам. +100% за +1 к модифи-катору размера.",0
80,94,Ноги-манипуляторы,Foot Manipulators,-30,"ваша «рука» в действительности представляет собой необычно ловкую ногу. Вы не можете ходить во время манипулирования ею предметами (хотя можете сидеть, плавать, или летать). Это трактуется как ограничение Временный недостаток с недостатком Безногий (с.141). Такая рука часто - но не всегда - Короткая (см. ниже)",1
81,94,Нет физической атаки,No Physical Attack,-50,"конечностью можно манипули-ровать предметами, но нельзя бить ку-лаком или пользоваться контактным оружием; она не дает премии в бою вплотную. С ее помощью все же мож-но пользоваться огнестрельным или похожим оружием дальнего боя.",1
82,94,Короткий,Short,-50,"у руки досягае-мость «В» (только бой вплотную), и ей неудобно использовать любое оружие, которым нужно махать. Вычтите один ярд из досягаемости любого контактного оружия в этой руке. Если у вас все руки короткие, вы получаете -2 к лю-бой попытке захвата",1
83,94,Слабый,Weak,-35,"СЛ руки меньше, чем у тела, когда речь идет о подъеме груза, ударе или захвате. у руки половина СЛ тела",1
84,94,Слабый,Weak,-50,"СЛ руки меньше, чем у тела, когда речь идет о подъеме груза, ударе или захвате. у руки 1/4 СЛ тела",1
85,94,Встроенное оружие,Weapon Mount,-80,"вместо руки у вас «крепление», куда можно установить оружие. Оно может быть биологическим, механическим или сочетанием обоих в зависимости от того, являетесь ли вы живым су-ществом, машиной или киборгом. Вы можете использовать это крепление только для ношения оружия. Это огра-ничение несовместимо с Ногами-ма-нипуляторами, Нет физической атаки, Короткий и Слабый.",1
86,94,Модификация существ с одной или двумя руками,Modification of creatures with one or two hands,0,"Существа с одной или двумя руками могут использовать Особые мо-дификаторы выше. Стоимость в очках равна 1/10 от процентной стоимости модификаторов за одну руку. Таким образом, улучшения становятся пре-имуществами, а ограничения - недо-статками. Например, Короткий стоит -50%; таким образом, он будет стоить -5 очков за руку. Существа с двумя корот-кими руками получили бы недостаток на -10 очков. Существа с одной рукой могут применить эти модификаторы только для нее, но также получить -20 очков за недостаток Однорукий (с.147). Напри-мер, хобот слона был бы Очень гибким (+50%), Длинным (+100%), и Слабым (-50%). Общая  стоимость модифика-торов +100%, что дает преимущество на 10 очков. Но -20 очков за недостаток Однорукий снизили бы стоимость до -10 очков.",1
87,96,Периферическая ,Extraneous,-20,"До-полнительная голова включает в себя Дополнительный рот и Улуч-шенное слежение, но не содержит резервного мозга. Единичная атака по Периферической голове способ-на нанести не более количество ЕЖ/(1,5 × число голов) очков поврежде-ний, но удар по настоящей голове может причинить оглушение, сби-вание с ног или смерть, даже если другие головы не пострадали",1
88,97,Длинные,Long,100,"ваши ноги длиннее (в пропорции к телу) человеческих ног относительно человеческого тела. Это увеличивает эффективный Модификатор размера при вычислении досягаемости удара (см. Модификатор размера и Досягаемость, с.402) и преодолении препятствий. +100% за +1 к МР. Модификаторы для существ с двумя ногами: Модификаторы, описанные выше, можно применять и для существ с двумя ногами. Например, человек с модификатором Не может ударить (-50%) получит недостаток на -5 очков.",0
89,98,Длинные,Long,100,"ваши ноги длин-нее (в пропорции к телу) человечес-ких ног относительно человеческого тела. Это увеличивает эффектив-ный Модификатор размера при вычислении досягаемости удара (см. Модификатор размера и Досягае-мость, с.402) и преодолении препятс-твий. +100% за +1 к МР.",1
90,99,Длинные,Long,100,"ваши ноги длин-нее (в пропорции к телу) человечес-ких ног относительно человеческого тела. Это увеличивает эффектив-ный Модификатор размера при вычислении досягаемости удара (см. Модификатор размера и Досягае-мость, с.402) и преодолении препятс-твий. +100% за +1 к МР.",1
